제목,장르,상영시간,개봉일,인기도,평균 평점,평점 수,제작비,수익,제작사,원어,시놉시스,키워드
풋 피스트 웨이,['코미디'],83.0,2006-06-24,0.5552,5.804,135.0,79000.0,245000.0,['Gary Sanchez Productions'],en,,"['sports', 'dark comedy', 'north carolina', 'insecurity', 'duringcreditsstinger']"
어밴던드,"['공포', '스릴러']",99.0,2006-09-11,0.5645,5.5,238.0,3000000.0,4529892.0,[],en,"러시아에서 태어났지만 출생 직후 미국으로 입양된 영화 프로듀서 메리는 자신의 친어머니가 의문의 죽음을 당한 고향 땅을 처음으로 방문한다. 어머니의 죽음에 대한 단서가 조금이라도 남아있는 곳은 그녀의 친부모가 살았다는 숲 속의 버려진 농장뿐이다.  메리는 농장주의 유일한 피붙이로서 저택을 상속받고 농장으로 가는 길을 안내해 줄 가이드를 찾지만 인근 주민들은 농장을 저주받은 집이라고 부르며 그녀의 방문을 만류한다. 마침내 메리의 가족들 얘기를 아는 한 사내가 가이드로 나서긴 하지만 집으로 가는 도중에 홀연히 사라져 버리고, 메리는 40년 이상 방치된 숲 속의 폐가에 혼자 들어가야 하는 상황에 부딪친다.  그리고 그 집에서 과거의 비밀을 파헤치러 온 니콜라이라는 남자를 만나게 되고 자신들과 똑같이 생긴 기괴한 형상과 마주치게 되면서 그 폐가에 갇혀 오도 가도 못 하는 처지가 되는데…","['insanity', 'haunted house', 'twin brother', 'murder', 'doppelgänger', 'isolated farmhouse']"
The Ground Truth,"['다큐멘터리', '전쟁']",72.0,2006-09-15,0.3909,6.5,2.0,500000.0,12207.0,['Plum Pictures'],en,,"['army', 'patriotism', 'recruit', 'training', 'iraq', 'psychologist']"
Strangers with Candy,['코미디'],97.0,2006-06-28,0.7565,5.6,86.0,3500000.0,2300000.0,['Worldwide Pants'],en,,"['high school', 'junkie', 'dark comedy', 'satire', 'teacher', 'prequel', 'alcoholic teacher', 'teacher student relationship', 'campy', 'ex-con', 'absurdist', 'closeted homosexual', 'lesbian', 'based on tv series', 'independent film', 'drug addict']"
거품,"['드라마', '로맨스', '코미디']",114.0,2006-06-06,0.6095,6.3,78.0,1500000.0,1029926.0,['Uchovsky Fox'],he,"군복무 시절 팔레스타인 여인이 출산 도중 사산하는 것을 지켜본 아픈 경험이 있는 노암은 막 제대해 일상으로 돌아온다. 친구들과 재회를 한 그는 우연히 만나게 된 팔레스타인 출신 동성애자 아쉬라프에게 끌리게 된다. 둘의 사랑은 성적 소수자인 동성애 문제를 넘어 인종문제와 이념의 갈등, 사회적인 배경 및 상황으로 인하여 더 많은 의미를 내포한다.",['gay theme']
오 인 오하이오,"['코미디', '로맨스']",88.0,2006-03-30,0.8522,5.2,98.0,5000000.0,648183.0,['Cold Iron Pictures'],en,아름다운 캐리어 우먼이지만 불감증을 가진 아내와 그녀를 만족시켜주지 못하는 것에 불만이 쌓인 고등학교 교사 남편이 서로 별거를 하게 되면서 각자 또 다른 사랑에게 눈뜨게 된다.,"['adultery', 'depression', 'infidelity', 'orgasm', 'nightclub', 'promise', 'guru', 'love', 'lust', 'drugs', 'therapy', 'pleasure']"
열 척의 카누,"['모험', '코미디', '드라마']",90.0,2006-06-29,0.6466,6.8,71.0,2000000.0,300000.0,['Fandango'],en,"탐욕에 눈이 먼 동생을 올바른 길로 인도하기 위해 애쓰는 한 남자의 이야기를 과거와 현재를 자유롭게 넘나들며 들려주고 있다. 먼 옛날 부족 시대의 호주 북단, 어린 데인디는 사랑, 복수, 납치, 그리고 마법에 관한 이야기를 듣게 된다.","['australia', 'swamp', 'canoe', 'tribe', 'hunting', 'death', 'storytelling', 'native peoples', 'hunt', 'australian aboriginal']"
രസതന്ത്രം,"['드라마', '코미디', '가족']",157.0,2006-04-07,0.4879,6.6,17.0,590000.0,3500000.0,[],ml,,[]
손님은 왕이다,['스릴러'],104.0,2006-02-23,0.5418,5.5,8.0,10000.0,80000.0,[],ko,"변두리 한적한 이발관, 그 곳엔 이발을 천직으로 여기며 살아가는 이발사가 있다.  “사실 저 같은 명이발사는요, 단순히 기술만 가지면 되는 게 아닙니다.” 이발관 구석구석 깨끗이 쓸고 닦고, 드문드문 찾아오는 손님을 정성껏 면도하고 이발해 주는, 법 없이도 살 것 같은 사람이다.  그에게는 아리따운 아내가 있다. 동네 사람들은 밖으로만 나도는 아내를 두고 말들이 많지만 이발사는 점심도 못 먹고 바쁘게 다니는 아내가 안쓰럽기만 하다. “내 걱정일랑 하덜 마시고 클라이 … 랑 중요한 비즈니스나 잘하세요.”  그러나 착하디 착한 이발사에게도 말 못할 고민은 있다.  한달 전, “너의 더럽고 추악한 비밀을 알고 있다” 며 이발사를 찾아 온 남자는 면도를 핑계로 일주일에 두 세 번씩 이발관에 들러 매번 정확히 두 배씩 돈을 뜯어간다. 남자 때문에 이발사는 사채까지 얻어 쓰기 시작했다. 남자는 이발사의 아내까지 넘본다. “자네 와이프 말야. 오우~ 지쟈스!! 뷰티풀 그 자체야.”  협박자를 미행한 후 협박자의 정체에 대해 더욱 알 수 없게 된 이발사는 급기야 해결사를 고용하기에 이른다. 그러나 호기심 많은 해결사는 오히려 이발사의 뒤통수를 노린다. “어째 좀 구린 냄새가 나긴 나.”  소심한 이발사와 같이 사는게 지긋지긋한 이발사의 아내. 변두리 이발사의 아내로 살아가기엔 가지고 싶은 것도, 숨기고 싶은 것도 너무 많은 그녀에게 접근하는 협박자와 해결사. “시끄럽고, 약속이나 해. 비밀 지키겠다고.”  “강한 자만이 살아 남는다.” 이발사, 낯선 손님, 해결사 그리고 이발사의 아내, 속셈을 알 수 없는 기묘한 만남은 전혀 예상치 못한 파국으로 치닫게 되는데…","['blackmail', 'hit-and-run', 'murder', 'private detective', 'barbershop', 'barber']"
Hacivat Karagöz Neden Öldürüldü?,"['코미디', '드라마', '역사']",135.0,2006-02-17,0.3855,7.024,82.0,3500000.0,3004541.0,['Istisnai Filmler ve Reklamlar (IFR)'],tr,,[]
无间道·正序版,"['드라마', '범죄']",0.0,2006-03-15,0.3967,9.0,1.0,900000.0,9000000.0,[],zh,,[]
Unidentified,['SF'],85.0,2006-08-18,0.4526,5.5,6.0,600000.0,224099.0,['Christiano Film Group'],en,,"['religious conversion', 'ufo']"
Меченосец,"['액션', '로맨스', '스릴러', 'SF']",108.0,2006-10-12,0.2958,5.1,20.0,5000000.0,3919731.0,['CTB Film Company'],ru,,[]
The Visual Effects of 'Scary Movie 4',[],0.0,2006-04-20,0.5517,4.3,3.0,45000000.0,178262620.0,[],en,,[]
Дикари,"['코미디', '드라마']",100.0,2006-11-23,0.3924,6.8,18.0,800000.0,1328612.0,['Central Partnership'],ru,,[]
பட்டியல்,['범죄'],140.0,2006-02-17,0.5325,7.4,7.0,1000000.0,3700000.0,['SG Films'],ta,,['contract killer']
Qué tan lejos,['드라마'],92.0,2006-09-09,0.3173,7.0,22.0,200000.0,485126.0,['Corporación Ecuador para Largo'],es,,"['tourist', 'road trip', 'travel', 'woman director', 'ecuador', 'road', 'spanish']"
Vượt Sóng,['드라마'],135.0,2006-02-22,0.3907,6.1,10.0,1300000.0,639000.0,['A Fire in the Lake'],vi,,['vietnam']
난 바보가 아냐 2,['드라마'],124.0,2006-01-26,0.4066,8.1,13.0,1070000.0,2970000.0,['MediaCorp Raintree Pictures'],zh,,['singapore']
The Second Chance,['드라마'],102.0,2006-02-17,0.3421,5.9,18.0,1200000.0,463542.0,['Ruckus Films'],en,,[]
Il bosco fuori,['공포'],85.0,2006-10-06,0.3827,4.4,30.0,45000.0,2186.0,['NeroFilm'],it,,[]
பரமசிவன்,"['액션', '드라마', '스릴러']",157.0,2006-01-14,0.3813,4.5,11.0,500000.0,500000.0,['Samrat Pictures'],ta,,[]
ചിന്താമണി കൊലക്കേസ്,"['액션', '범죄', '미스터리']",149.0,2006-04-14,0.3943,6.2,17.0,280000.0,1000000.0,['Central Pictures'],ml,,[]
Om Gud Vill,"['드라마', '로맨스']",87.0,2006-01-30,0.3468,6.0,7.0,50.0,80.0,['Chamdin & Stöhr Filmproduktion'],sv,,"['immigrant', 'innocence']"
Chess,"['액션', '코미디', '드라마']",122.0,2006-07-07,0.3714,4.8,6.0,500000.0,1000000.0,['Super Star Films'],ml,,[]
The Angrez,['코미디'],110.0,2006-06-02,0.3229,7.4,8.0,50000.0,300000.0,[],hi,,"['hyderabad', 'nri', 'bollywood']"
திருப்பதி,"['액션', '드라마']",157.0,2006-04-14,0.3346,4.2,4.0,500000.0,500000.0,['Gowda Enterprises'],ta,,[]
엑스맨: 최후의 전쟁,"['모험', '액션', 'SF', '스릴러']",103.0,2006-05-24,0.4218,6.408,9851.0,210000000.0,459359555.0,"[""The Donners' Company""]",en,"돌연변이성 장관인 엑스맨 출신 비스트는, 제약 재벌 워렌 워딩턴 2세가 돌연변이 유전자를 영구히 제거하는 신약을 개발했으며 이를 빼내려던 매그니토의 오른팔 미스틱이 체포됐다는 보고를 받는다. 알칼리 호수에서 사라져 죽은 줄로만 알았던 진 그레이가 회생하여 돌아오고 자비에는 그녀의 숨겨진 이중자아 피닉스의 부활을 예감, 위험을 경고한다. 모든 상황을 인내해야 한다고 주장하는 엑스맨의 리더 자비에 교수와 적자생존의 법칙을 신봉하는 매그니토의 대립된 의견이 시험대에 오르고, 이는 세상의 모든 전쟁을 잠재울 최후의 전쟁으로 이어진다.","['superhero', 'mutant', 'based on comic', 'superhuman', 'beast', 'cyclops', 'aftercreditsstinger', 'dramatic']"
